iqi;timestamp [d];iqi [-];;eqi;timestamp [d];eqi [-];;oci;timestamp [d];oci [-];;oci_final;timestamp [d];oci_final [-];
;300.0;47338.702844218424;;;300.0;3148.5435615588563;;;300.0;7438.93170908229;;;609.0;9065.274716680617;
;300.01042;44780.43801830966;;;300.01042;3052.9671800372935;;;300.01042;7302.334781352444;;;;;;;
;300.02083;42003.51154690907;;;300.02083;2921.3854676578776;;;300.02083;7118.776301714093;;;;;;;
;300.03125;39386.03298794348;;;300.03125;2784.3366989000083;;;300.03125;6932.851102914633;;;;;;;
;300.04167;37052.413282951624;;;300.04167;2657.440739276017;;;300.04167;6767.245897258386;;;;;;;
;300.05208;34826.495948919975;;;300.05208;2531.057087405809;;;300.05208;6607.1238522853755;;;;;;;
;300.0625;32485.02574412751;;;300.0625;2388.762315656281;;;300.0625;6427.003474650323;;;;;;;
;300.07292;30229.335657504835;;;300.07292;2246.898230934767;;;300.07292;6250.766756894086;;;;;;;
;300.08333;28156.707950468954;;;300.08333;2114.5269907321676;;;300.08333;6092.042300779158;;;;;;;
;300.09375;26466.46611151078;;;300.09375;2015.604758128058;;;300.09375;5987.93864755697;;;;;;;
;300.10417;25337.136495508934;;;300.10417;1982.878832953785;;;300.10417;5990.344437554792;;;;;;;
;300.11458;24391.42084700202;;;300.11458;1984.3231387328208;;;300.11458;6051.008631962935;;;;;;;
;300.125;23458.279345241433;;;300.125;1996.71504231783;;;300.125;6133.724636367071;;;;;;;
;300.13542;22599.167967328245;;;300.13542;2021.5688346052057;;;300.13542;6240.1744619765595;;;;;;;
;300.14583;21904.742638765234;;;300.14583;2071.481471430141;;;300.14583;6389.052012271516;;;;;;;
;300.15625;21274.756143500275;;;300.15625;2135.132141541079;;;300.15625;6562.845416072778;;;;;;;
;300.16667;20665.712495695632;;;300.16667;2204.1467973103327;;;300.16667;6747.518636331946;;;;;;;
;300.17708;19887.525842450428;;;300.17708;2242.6659570495294;;;300.17708;6885.972822818104;;;;;;;
;300.1875;18774.528758924578;;;300.1875;2202.5264597395567;;;300.1875;6901.673667768118;;;;;;;
;300.19792;17671.719004225546;;;300.19792;2129.158884938078;;;300.19792;6862.925247917725;;;;;;;
;300.20833;16704.433115637392;;;300.20833;2051.680965373315;;;300.20833;6817.562575533917;;;;;;;
;300.21875;15910.56861528902;;;300.21875;1978.5880680462778;;;300.21875;6779.3918170537745;;;;;;;
;300.22917;15371.084656196534;;;300.22917;1911.8208930429819;;;300.22917;6751.848647464388;;;;;;;
;300.23958;15018.932986689846;;;300.23958;1849.0553444790885;;;300.23958;6731.520721784809;;;;;;;
;300.25;14772.225677624758;;;300.25;1788.5749619063074;;;300.25;6715.628590002163;;;;;;;
;300.26042;14861.639308116615;;;300.26042;1762.8594003674207;;;300.26042;6756.353380084893;;;;;;;
;300.27083;15737.990746090814;;;300.27083;1826.7404822642213;;;300.27083;6942.525485224937;;;;;;;
;300.28125;17033.226604677086;;;300.28125;1937.6916366006449;;;300.28125;7208.102508261871;;;;;;;
;300.29167;18438.605207962977;;;300.29167;2060.1669272357976;;;300.29167;7495.927575326519;;;;;;;
;300.30208;20721.17519642755;;;300.30208;2214.3952633016083;;;300.30208;7836.186632573771;;;;;;;
;300.3125;25841.58062798981;;;300.3125;2450.844530828256;;;300.3125;8307.527825799232;;;;;;;
;300.32292;33181.448989443335;;;300.32292;2731.7885479988076;;;300.32292;8840.81301040451;;;;;;;
;300.33333;41634.1548101132;;;300.33333;3030.7576521313044;;;300.33333;9391.171505140446;;;;;;;
;300.34375;51812.1604717503;;;300.34375;3385.650084934495;;;300.34375;10012.922069414552;;;;;;;
;300.35417;65786.96831516252;;;300.35417;3859.404568509118;;;300.35417;10785.081391521424;;;;;;;
;300.36458;82100.70766434493;;;300.36458;4402.035341039142;;;300.36458;11613.612146417112;;;;;;;
;300.375;99331.05893286984;;;300.375;4984.133820828345;;;300.375;12448.023464544216;;;;;;;
;300.38542;113294.42390364454;;;300.38542;5440.913782546531;;;300.38542;13046.364529836768;;;;;;;
;300.39583;119835.37404286703;;;300.39583;5592.90720826938;;;300.39583;13177.834434211833;;;;;;;
